EAN_Validé;ID_Cata;CODE_METI;Libellés;JourPromo;PrevisionJour;Prévision;Début;Fin;Conclusion;Détenable;SS_Famille
7622200002290;2025-63 21;409684;240G CO MIGNO CLASS NR/NR;23/05/2025;18;173,31;20/05/2025;02/06/2025;Saisi Noé;Oui;14213
7622200002290;2025-63 21;409684;240G CO MIGNO CLASS NR/NR;24/05/2025;18;173,31;20/05/2025;02/06/2025;Saisi Noé;Oui;14213
7622200002290;2025-63 21;409684;240G CO MIGNO CLASS NR/NR;25/05/2025;18;173,31;20/05/2025;02/06/2025;Saisi Noé;Oui;14213
7622200002290;2025-63 21;409684;240G CO MIGNO CLASS NR/NR;26/05/2025;18;173,31;20/05/2025;02/06/2025;Saisi Noé;Oui;14213
7622200002290;2025-63 21;409684;240G CO MIGNO CLASS NR/NR;27/05/2025;18;173,31;20/05/2025;02/06/2025;Saisi Noé;Oui;14213
7622200002290;2025-63 21;409684;240G CO MIGNO CLASS NR/NR;28/05/2025;18;173,31;20/05/2025;02/06/2025;Saisi Noé;Oui;14213
3451791275424;2025-63 22;418227;1L UHT FL ENT 30% E&V;27/05/2025;37;471;27/05/2025;09/06/2025;Saisi Noé;Oui;25204
3451791275424;2025-63 22;418227;1L UHT FL ENT 30% E&V;28/05/2025;37;471;27/05/2025;09/06/2025;Saisi Noé;Oui;25204
3451791275424;2025-63 22;418227;1L UHT FL ENT 30% E&V;29/05/2025;37;471;27/05/2025;09/06/2025;Saisi Noé;Oui;25204
3451791275424;2025-63 22;418227;1L UHT FL ENT 30% E&V;30/05/2025;37;471;27/05/2025;09/06/2025;Saisi Noé;Oui;25204
3451791275424;2025-63 22;418227;1L UHT FL ENT 30% E&V;31/05/2025;37;471;27/05/2025;09/06/2025;Saisi Noé;Oui;25204
3451791275424;2025-63 22;418227;1L UHT FL ENT 30% E&V;01/06/2025;37;471;27/05/2025;09/06/2025;Saisi Noé;Oui;25204
3451791275424;2025-63 22;418227;1L UHT FL ENT 30% E&V;02/06/2025;37;471;27/05/2025;09/06/2025;Saisi Noé;Oui;25204
3451791275424;2025-63 22;418227;1L UHT FL ENT 30% E&V;03/06/2025;37;471;27/05/2025;09/06/2025;Saisi Noé;Oui;25204
3451791275424;2025-63 22;418227;1L UHT FL ENT 30% E&V;04/06/2025;37;471;27/05/2025;09/06/2025;Saisi Noé;Oui;25204
3451791275424;2025-63 22;418227;1L UHT FL ENT 30% E&V;05/06/2025;37;471;27/05/2025;09/06/2025;Saisi Noé;Oui;25204
3451791275424;2025-63 22;418227;1L UHT FL ENT 30% E&V;06/06/2025;37;471;27/05/2025;09/06/2025;Saisi Noé;Oui;25204
3451791275424;2025-63 22;418227;1L UHT FL ENT 30% E&V;07/06/2025;37;471;27/05/2025;09/06/2025;Saisi Noé;Oui;25204
3451791275424;2025-63 22;418227;1L UHT FL ENT 30% E&V;08/06/2025;37;471;27/05/2025;09/06/2025;Saisi Noé;Oui;25204
3451791275424;2025-63 22;418227;1L UHT FL ENT 30% E&V;09/06/2025;37;471;27/05/2025;09/06/2025;Saisi Noé;Oui;25204
3498640101008;2025-63 22;432410;BLE 33CL BIERE PIETRA 6%V;22/05/2025;18;93;27/05/2025;09/06/2025;Saisi Noé;Oui;10106
3498640101008;2025-63 22;432410;BLE 33CL BIERE PIETRA 6%V;23/05/2025;18;93;27/05/2025;09/06/2025;Saisi Noé;Oui;10106
3498640101008;2025-63 22;432410;BLE 33CL BIERE PIETRA 6%V;24/05/2025;18;93;27/05/2025;09/06/2025;Saisi Noé;Oui;10106
3498640101008;2025-63 22;432410;BLE 33CL BIERE PIETRA 6%V;25/05/2025;18;93;27/05/2025;09/06/2025;Saisi Noé;Oui;10106
3498640101008;2025-63 22;432410;BLE 33CL BIERE PIETRA 6%V;26/05/2025;18;93;27/05/2025;09/06/2025;Saisi Noé;Oui;10106
3498640101008;2025-63 22;432410;BLE 33CL BIERE PIETRA 6%V;27/05/2025;18;93;27/05/2025;09/06/2025;Saisi Noé;Oui;10106
3498640101008;2025-63 22;432410;BLE 33CL BIERE PIETRA 6%V;28/05/2025;18;93;27/05/2025;09/06/2025;Saisi Noé;Oui;10106
3498640101008;2025-63 22;432410;BLE 33CL BIERE PIETRA 6%V;29/05/2025;18;93;27/05/2025;09/06/2025;Saisi Noé;Oui;10106
3498640101008;2025-63 22;432410;BLE 33CL BIERE PIETRA 6%V;30/05/2025;18;93;27/05/2025;09/06/2025;Saisi Noé;Oui;10106
3498640101008;2025-63 22;432410;BLE 33CL BIERE PIETRA 6%V;31/05/2025;18;93;27/05/2025;09/06/2025;Saisi Noé;Oui;10106
3498640101008;2025-63 22;432410;BLE 33CL BIERE PIETRA 6%V;01/06/2025;18;93;27/05/2025;09/06/2025;Saisi Noé;Oui;10106
3498640101008;2025-63 22;432410;BLE 33CL BIERE PIETRA 6%V;02/06/2025;18;93;27/05/2025;09/06/2025;Saisi Noé;Oui;10106
3498640101008;2025-63 22;432410;BLE 33CL BIERE PIETRA 6%V;03/06/2025;18;93;27/05/2025;09/06/2025;Saisi Noé;Oui;10106
3498640101008;2025-63 22;432410;BLE 33CL BIERE PIETRA 6%V;04/06/2025;18;93;27/05/2025;09/06/2025;Saisi Noé;Oui;10106
3245390021298;2025-63 23;435312;300G SCISSON SEC AUVERG.RDF;03/06/2025;;384,05;03/06/2025;16/06/2025;Saisi Noé;Oui;25430
3245390021298;2025-63 23;435312;300G SCISSON SEC AUVERG.RDF;04/06/2025;;384,05;03/06/2025;16/06/2025;Saisi Noé;Oui;25430
3245390021298;2025-63 23;435312;300G SCISSON SEC AUVERG.RDF;05/06/2025;;384,05;03/06/2025;16/06/2025;Saisi Noé;Oui;25430
3245390021298;2025-63 23;435312;300G SCISSON SEC AUVERG.RDF;06/06/2025;;384,05;03/06/2025;16/06/2025;Saisi Noé;Oui;25430
3245390021298;2025-63 23;435312;300G SCISSON SEC AUVERG.RDF;07/06/2025;;384,05;03/06/2025;16/06/2025;Saisi Noé;Oui;25430
3245390021298;2025-63 23;435312;300G SCISSON SEC AUVERG.RDF;08/06/2025;;384,05;03/06/2025;16/06/2025;Saisi Noé;Oui;25430
3245390021298;2025-63 23;435312;300G SCISSON SEC AUVERG.RDF;09/06/2025;;384,05;03/06/2025;16/06/2025;Saisi Noé;Oui;25430
3245390021298;2025-63 23;435312;300G SCISSON SEC AUVERG.RDF;10/06/2025;;384,05;03/06/2025;16/06/2025;Saisi Noé;Oui;25430
3245390021298;2025-63 23;435312;300G SCISSON SEC AUVERG.RDF;11/06/2025;;384,05;03/06/2025;16/06/2025;Saisi Noé;Oui;25430
3245390021298;2025-63 23;435312;300G SCISSON SEC AUVERG.RDF;12/06/2025;;384,05;03/06/2025;16/06/2025;Saisi Noé;Oui;25430
3245390021298;2025-63 23;435312;300G SCISSON SEC AUVERG.RDF;13/06/2025;;384,05;03/06/2025;16/06/2025;Saisi Noé;Oui;25430
3245390021298;2025-63 23;435312;300G SCISSON SEC AUVERG.RDF;14/06/2025;;384,05;03/06/2025;16/06/2025;Saisi Noé;Oui;25430
3245390021298;2025-63 23;435312;300G SCISSON SEC AUVERG.RDF;15/06/2025;;384,05;03/06/2025;16/06/2025;Saisi Noé;Oui;25430
3245390021298;2025-63 23;435312;300G SCISSON SEC AUVERG.RDF;16/06/2025;;384,05;03/06/2025;16/06/2025;Saisi Noé;Oui;25430
3245390021304;2025-63 23;435321;300G SCISSE SECH.AUVERG.RDF;03/06/2025;;140;03/06/2025;16/06/2025;Saisi Noé;Oui;25431
3245390021304;2025-63 23;435321;300G SCISSE SECH.AUVERG.RDF;04/06/2025;;140;03/06/2025;16/06/2025;Saisi Noé;Oui;25431
3245390021304;2025-63 23;435321;300G SCISSE SECH.AUVERG.RDF;05/06/2025;;140;03/06/2025;16/06/2025;Saisi Noé;Oui;25431
3245390021304;2025-63 23;435321;300G SCISSE SECH.AUVERG.RDF;06/06/2025;;140;03/06/2025;16/06/2025;Saisi Noé;Oui;25431
3245390021304;2025-63 23;435321;300G SCISSE SECH.AUVERG.RDF;07/06/2025;;140;03/06/2025;16/06/2025;Saisi Noé;Oui;25431
3245390021304;2025-63 23;435321;300G SCISSE SECH.AUVERG.RDF;08/06/2025;;140;03/06/2025;16/06/2025;Saisi Noé;Oui;25431
3245390021304;2025-63 23;435321;300G SCISSE SECH.AUVERG.RDF;09/06/2025;;140;03/06/2025;16/06/2025;Saisi Noé;Oui;25431
3245390021304;2025-63 23;435321;300G SCISSE SECH.AUVERG.RDF;10/06/2025;;140;03/06/2025;16/06/2025;Saisi Noé;Oui;25431
3245390021304;2025-63 23;435321;300G SCISSE SECH.AUVERG.RDF;11/06/2025;;140;03/06/2025;16/06/2025;Saisi Noé;Oui;25431
3245390021304;2025-63 23;435321;300G SCISSE SECH.AUVERG.RDF;12/06/2025;;140;03/06/2025;16/06/2025;Saisi Noé;Oui;25431
3245390021304;2025-63 23;435321;300G SCISSE SECH.AUVERG.RDF;13/06/2025;;140;03/06/2025;16/06/2025;Saisi Noé;Oui;25431
3245390021304;2025-63 23;435321;300G SCISSE SECH.AUVERG.RDF;14/06/2025;;140;03/06/2025;16/06/2025;Saisi Noé;Oui;25431
3245390021304;2025-63 23;435321;300G SCISSE SECH.AUVERG.RDF;15/06/2025;;140;03/06/2025;16/06/2025;Saisi Noé;Oui;25431
3245390021304;2025-63 23;435321;300G SCISSE SECH.AUVERG.RDF;16/06/2025;;140;03/06/2025;16/06/2025;Saisi Noé;Oui;25431
3033491012006;2025-63 22;457078;117GX4 POP VANILLE DANETTE;27/05/2025;29;435,4;27/05/2025;09/06/2025;Saisi Noé;Oui;25151
3033491012006;2025-63 22;457078;117GX4 POP VANILLE DANETTE;28/05/2025;29;435,4;27/05/2025;09/06/2025;Saisi Noé;Oui;25151
3033491012006;2025-63 22;457078;117GX4 POP VANILLE DANETTE;29/05/2025;29;435,4;27/05/2025;09/06/2025;Saisi Noé;Oui;25151
3033491012006;2025-63 22;457078;117GX4 POP VANILLE DANETTE;30/05/2025;29;435,4;27/05/2025;09/06/2025;Saisi Noé;Oui;25151
3033491012006;2025-63 22;457078;117GX4 POP VANILLE DANETTE;31/05/2025;29;435,4;27/05/2025;09/06/2025;Saisi Noé;Oui;25151
3033491012006;2025-63 22;457078;117GX4 POP VANILLE DANETTE;01/06/2025;29;435,4;27/05/2025;09/06/2025;Saisi Noé;Oui;25151
3033491012006;2025-63 22;457078;117GX4 POP VANILLE DANETTE;02/06/2025;29;435,4;27/05/2025;09/06/2025;Saisi Noé;Oui;25151
3033491012006;2025-63 22;457078;117GX4 POP VANILLE DANETTE;03/06/2025;29;435,4;27/05/2025;09/06/2025;Saisi Noé;Oui;25151
3033491012006;2025-63 22;457078;117GX4 POP VANILLE DANETTE;04/06/2025;29;435,4;27/05/2025;09/06/2025;Saisi Noé;Oui;25151
3033491012006;2025-63 22;457078;117GX4 POP VANILLE DANETTE;05/06/2025;29;435,4;27/05/2025;09/06/2025;Saisi Noé;Oui;25151
3033491012006;2025-63 22;457078;117GX4 POP VANILLE DANETTE;06/06/2025;29;435,4;27/05/2025;09/06/2025;Saisi Noé;Oui;25151
3033491012006;2025-63 22;457078;117GX4 POP VANILLE DANETTE;07/06/2025;29;435,4;27/05/2025;09/06/2025;Saisi Noé;Oui;25151
3033491012006;2025-63 22;457078;117GX4 POP VANILLE DANETTE;08/06/2025;29;435,4;27/05/2025;09/06/2025;Saisi Noé;Oui;25151
3033491012006;2025-63 22;457078;117GX4 POP VANILLE DANETTE;09/06/2025;29;435,4;27/05/2025;09/06/2025;Saisi Noé;Oui;25151
3249760017096;2025-63 22;464535;PET 1.5L ORANGINA ROUGE;22/05/2025;19;176;27/05/2025;09/06/2025;Saisi Noé;Oui;10001
3249760017096;2025-63 22;464535;PET 1.5L ORANGINA ROUGE;23/05/2025;19;176;27/05/2025;09/06/2025;Saisi Noé;Oui;10001
3249760017096;2025-63 22;464535;PET 1.5L ORANGINA ROUGE;24/05/2025;19;176;27/05/2025;09/06/2025;Saisi Noé;Oui;10001
3249760017096;2025-63 22;464535;PET 1.5L ORANGINA ROUGE;25/05/2025;19;176;27/05/2025;09/06/2025;Saisi Noé;Oui;10001
3249760017096;2025-63 22;464535;PET 1.5L ORANGINA ROUGE;26/05/2025;19;176;27/05/2025;09/06/2025;Saisi Noé;Oui;10001
3249760017096;2025-63 22;464535;PET 1.5L ORANGINA ROUGE;27/05/2025;19;176;27/05/2025;09/06/2025;Saisi Noé;Oui;10001
3249760017096;2025-63 22;464535;PET 1.5L ORANGINA ROUGE;28/05/2025;19;176;27/05/2025;09/06/2025;Saisi Noé;Oui;10001
3249760017096;2025-63 22;464535;PET 1.5L ORANGINA ROUGE;29/05/2025;19;176;27/05/2025;09/06/2025;Saisi Noé;Oui;10001
3249760017096;2025-63 22;464535;PET 1.5L ORANGINA ROUGE;30/05/2025;19;176;27/05/2025;09/06/2025;Saisi Noé;Oui;10001
3249760017096;2025-63 22;464535;PET 1.5L ORANGINA ROUGE;31/05/2025;19;176;27/05/2025;09/06/2025;Saisi Noé;Oui;10001
3249760017096;2025-63 22;464535;PET 1.5L ORANGINA ROUGE;01/06/2025;19;176;27/05/2025;09/06/2025;Saisi Noé;Oui;10001
3249760017096;2025-63 22;464535;PET 1.5L ORANGINA ROUGE;02/06/2025;19;176;27/05/2025;09/06/2025;Saisi Noé;Oui;10001
3249760017096;2025-63 22;464535;PET 1.5L ORANGINA ROUGE;03/06/2025;19;176;27/05/2025;09/06/2025;Saisi Noé;Oui;10001
3249760017096;2025-63 22;464535;PET 1.5L ORANGINA ROUGE;04/06/2025;19;176;27/05/2025;09/06/2025;Saisi Noé;Oui;10001
5410228147213;2025-63 24;491234;BLE 6X25CL BIER.ABB.LEF.TRIPLE;05/06/2025;;94;10/06/2025;23/06/2025;Saisi Noé;Oui;10102
5410228147213;2025-63 24;491234;BLE 6X25CL BIER.ABB.LEF.TRIPLE;06/06/2025;;94;10/06/2025;23/06/2025;Saisi Noé;Oui;10102
5410228147213;2025-63 24;491234;BLE 6X25CL BIER.ABB.LEF.TRIPLE;07/06/2025;;94;10/06/2025;23/06/2025;Saisi Noé;Oui;10102
5410228147213;2025-63 24;491234;BLE 6X25CL BIER.ABB.LEF.TRIPLE;08/06/2025;;94;10/06/2025;23/06/2025;Saisi Noé;Oui;10102
5410228147213;2025-63 24;491234;BLE 6X25CL BIER.ABB.LEF.TRIPLE;09/06/2025;;94;10/06/2025;23/06/2025;Saisi Noé;Oui;10102
5410228147213;2025-63 24;491234;BLE 6X25CL BIER.ABB.LEF.TRIPLE;10/06/2025;;94;10/06/2025;23/06/2025;Saisi Noé;Oui;10102
5410228147213;2025-63 24;491234;BLE 6X25CL BIER.ABB.LEF.TRIPLE;11/06/2025;;94;10/06/2025;23/06/2025;Saisi Noé;Oui;10102
5410228147213;2025-63 24;491234;BLE 6X25CL BIER.ABB.LEF.TRIPLE;12/06/2025;;94;10/06/2025;23/06/2025;Saisi Noé;Oui;10102
5410228147213;2025-63 24;491234;BLE 6X25CL BIER.ABB.LEF.TRIPLE;13/06/2025;;94;10/06/2025;23/06/2025;Saisi Noé;Oui;10102
5410228147213;2025-63 24;491234;BLE 6X25CL BIER.ABB.LEF.TRIPLE;14/06/2025;;94;10/06/2025;23/06/2025;Saisi Noé;Oui;10102
5410228147213;2025-63 24;491234;BLE 6X25CL BIER.ABB.LEF.TRIPLE;15/06/2025;;94;10/06/2025;23/06/2025;Saisi Noé;Oui;10102
5410228147213;2025-63 24;491234;BLE 6X25CL BIER.ABB.LEF.TRIPLE;16/06/2025;;94;10/06/2025;23/06/2025;Saisi Noé;Oui;10102
5410228147213;2025-63 24;491234;BLE 6X25CL BIER.ABB.LEF.TRIPLE;17/06/2025;;94;10/06/2025;23/06/2025;Saisi Noé;Oui;10102
5410228147213;2025-63 24;491234;BLE 6X25CL BIER.ABB.LEF.TRIPLE;18/06/2025;;94;10/06/2025;23/06/2025;Saisi Noé;Oui;10102
8076802085738;2025-63 21;550222;PQ 500G PENNE RIGATE BARILLA;15/05/2025;65;719,4;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076802085738;2025-63 21;550222;PQ 500G PENNE RIGATE BARILLA;16/05/2025;65;719,4;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076802085738;2025-63 21;550222;PQ 500G PENNE RIGATE BARILLA;17/05/2025;65;719,4;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076802085738;2025-63 21;550222;PQ 500G PENNE RIGATE BARILLA;18/05/2025;65;719,4;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076802085738;2025-63 21;550222;PQ 500G PENNE RIGATE BARILLA;19/05/2025;65;719,4;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076802085738;2025-63 21;550222;PQ 500G PENNE RIGATE BARILLA;20/05/2025;65;719,4;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076802085738;2025-63 21;550222;PQ 500G PENNE RIGATE BARILLA;21/05/2025;65;719,4;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076802085738;2025-63 21;550222;PQ 500G PENNE RIGATE BARILLA;22/05/2025;65;719,4;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076802085738;2025-63 21;550222;PQ 500G PENNE RIGATE BARILLA;23/05/2025;65;719,4;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076802085738;2025-63 21;550222;PQ 500G PENNE RIGATE BARILLA;24/05/2025;65;719,4;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076802085738;2025-63 21;550222;PQ 500G PENNE RIGATE BARILLA;25/05/2025;65;719,4;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076802085738;2025-63 21;550222;PQ 500G PENNE RIGATE BARILLA;26/05/2025;65;719,4;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076802085738;2025-63 21;550222;PQ 500G PENNE RIGATE BARILLA;27/05/2025;65;719,4;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076802085738;2025-63 21;550222;PQ 500G PENNE RIGATE BARILLA;28/05/2025;65;719,4;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195057;2025-63 21;551248;500G SPAGHETTI BARILLA;15/05/2025;63;474;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195057;2025-63 21;551248;500G SPAGHETTI BARILLA;16/05/2025;63;474;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195057;2025-63 21;551248;500G SPAGHETTI BARILLA;17/05/2025;63;474;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195057;2025-63 21;551248;500G SPAGHETTI BARILLA;18/05/2025;63;474;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195057;2025-63 21;551248;500G SPAGHETTI BARILLA;19/05/2025;63;474;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195057;2025-63 21;551248;500G SPAGHETTI BARILLA;20/05/2025;63;474;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195057;2025-63 21;551248;500G SPAGHETTI BARILLA;21/05/2025;63;474;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195057;2025-63 21;551248;500G SPAGHETTI BARILLA;22/05/2025;63;474;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195057;2025-63 21;551248;500G SPAGHETTI BARILLA;23/05/2025;63;474;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195057;2025-63 21;551248;500G SPAGHETTI BARILLA;24/05/2025;63;474;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195057;2025-63 21;551248;500G SPAGHETTI BARILLA;25/05/2025;63;474;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195057;2025-63 21;551248;500G SPAGHETTI BARILLA;26/05/2025;63;474;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195057;2025-63 21;551248;500G SPAGHETTI BARILLA;27/05/2025;63;474;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195057;2025-63 21;551248;500G SPAGHETTI BARILLA;28/05/2025;63;474;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076809512268;2025-63 21;552176;500G TORSADES BARILLA;15/05/2025;50;485,02;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076809512268;2025-63 21;552176;500G TORSADES BARILLA;16/05/2025;50;485,02;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076809512268;2025-63 21;552176;500G TORSADES BARILLA;17/05/2025;50;485,02;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076809512268;2025-63 21;552176;500G TORSADES BARILLA;18/05/2025;50;485,02;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076809512268;2025-63 21;552176;500G TORSADES BARILLA;19/05/2025;50;485,02;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076809512268;2025-63 21;552176;500G TORSADES BARILLA;20/05/2025;50;485,02;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076809512268;2025-63 21;552176;500G TORSADES BARILLA;21/05/2025;50;485,02;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076809512268;2025-63 21;552176;500G TORSADES BARILLA;22/05/2025;50;485,02;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076809512268;2025-63 21;552176;500G TORSADES BARILLA;23/05/2025;50;485,02;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076809512268;2025-63 21;552176;500G TORSADES BARILLA;24/05/2025;50;485,02;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076809512268;2025-63 21;552176;500G TORSADES BARILLA;25/05/2025;50;485,02;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076809512268;2025-63 21;552176;500G TORSADES BARILLA;26/05/2025;50;485,02;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076809512268;2025-63 21;552176;500G TORSADES BARILLA;27/05/2025;50;485,02;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076809512268;2025-63 21;552176;500G TORSADES BARILLA;28/05/2025;50;485,02;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195033;2025-63 21;556418;500G SPAGHETTINI NO3 BARILLA;15/05/2025;10;258,76;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195033;2025-63 21;556418;500G SPAGHETTINI NO3 BARILLA;16/05/2025;10;258,76;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195033;2025-63 21;556418;500G SPAGHETTINI NO3 BARILLA;17/05/2025;10;258,76;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195033;2025-63 21;556418;500G SPAGHETTINI NO3 BARILLA;18/05/2025;10;258,76;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195033;2025-63 21;556418;500G SPAGHETTINI NO3 BARILLA;19/05/2025;10;258,76;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195033;2025-63 21;556418;500G SPAGHETTINI NO3 BARILLA;20/05/2025;10;258,76;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195033;2025-63 21;556418;500G SPAGHETTINI NO3 BARILLA;21/05/2025;10;258,76;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195033;2025-63 21;556418;500G SPAGHETTINI NO3 BARILLA;22/05/2025;10;258,76;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195033;2025-63 21;556418;500G SPAGHETTINI NO3 BARILLA;23/05/2025;10;258,76;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195033;2025-63 21;556418;500G SPAGHETTINI NO3 BARILLA;24/05/2025;10;258,76;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195033;2025-63 21;556418;500G SPAGHETTINI NO3 BARILLA;25/05/2025;10;258,76;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195033;2025-63 21;556418;500G SPAGHETTINI NO3 BARILLA;26/05/2025;10;258,76;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195033;2025-63 21;556418;500G SPAGHETTINI NO3 BARILLA;27/05/2025;10;258,76;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800195033;2025-63 21;556418;500G SPAGHETTINI NO3 BARILLA;28/05/2025;10;258,76;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800105056;2025-63 21;592350;1KG SPAGHETTI N5 BARILLA;15/05/2025;131;2679;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800105056;2025-63 21;592350;1KG SPAGHETTI N5 BARILLA;16/05/2025;131;2679;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800105056;2025-63 21;592350;1KG SPAGHETTI N5 BARILLA;17/05/2025;131;2679;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800105056;2025-63 21;592350;1KG SPAGHETTI N5 BARILLA;18/05/2025;131;2679;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800105056;2025-63 21;592350;1KG SPAGHETTI N5 BARILLA;19/05/2025;131;2679;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800105056;2025-63 21;592350;1KG SPAGHETTI N5 BARILLA;20/05/2025;131;2679;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800105056;2025-63 21;592350;1KG SPAGHETTI N5 BARILLA;21/05/2025;131;2679;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800105056;2025-63 21;592350;1KG SPAGHETTI N5 BARILLA;22/05/2025;131;2679;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800105056;2025-63 21;592350;1KG SPAGHETTI N5 BARILLA;23/05/2025;131;2679;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800105056;2025-63 21;592350;1KG SPAGHETTI N5 BARILLA;24/05/2025;131;2679;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800105056;2025-63 21;592350;1KG SPAGHETTI N5 BARILLA;25/05/2025;131;2679;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800105056;2025-63 21;592350;1KG SPAGHETTI N5 BARILLA;26/05/2025;131;2679;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800105056;2025-63 21;592350;1KG SPAGHETTI N5 BARILLA;27/05/2025;131;2679;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
8076800105056;2025-63 21;592350;1KG SPAGHETTI N5 BARILLA;28/05/2025;131;2679;20/05/2025;02/06/2025;Saisi Noé;Oui;14510
3229820116716;2025-56 64;610332;750G MUESLI VITAMINE BIO BJORG;28/05/2025;;136;02/06/2025;16/06/2025;Saisi Noé;Oui;14371
3229820116716;2025-56 64;610332;750G MUESLI VITAMINE BIO BJORG;29/05/2025;;136;02/06/2025;16/06/2025;Saisi Noé;Oui;14371
3229820116716;2025-56 64;610332;750G MUESLI VITAMINE BIO BJORG;30/05/2025;;136;02/06/2025;16/06/2025;Saisi Noé;Oui;14371
3229820116716;2025-56 64;610332;750G MUESLI VITAMINE BIO BJORG;31/05/2025;;136;02/06/2025;16/06/2025;Saisi Noé;Oui;14371
3229820116716;2025-56 64;610332;750G MUESLI VITAMINE BIO BJORG;01/06/2025;;136;02/06/2025;16/06/2025;Saisi Noé;Oui;14371
3229820116716;2025-56 64;610332;750G MUESLI VITAMINE BIO BJORG;02/06/2025;;136;02/06/2025;16/06/2025;Saisi Noé;Oui;14371
3229820116716;2025-56 64;610332;750G MUESLI VITAMINE BIO BJORG;03/06/2025;;136;02/06/2025;16/06/2025;Saisi Noé;Oui;14371
3229820116716;2025-56 64;610332;750G MUESLI VITAMINE BIO BJORG;04/06/2025;;136;02/06/2025;16/06/2025;Saisi Noé;Oui;14371
